"Carimbo de data/hora,""Qual a sua altura (ex: 1,74)?"",""Qual o seu peso (ex: 74,3)?"",""Qual o seu g̻nero?"""
"2023/08/25 3:48:27 PM GMT-3,""1,86"",""98"",""Masculino"""
"2023/08/25 3:48:47 PM GMT-3,""1,72"",""76"",""Masculino"""
"2023/08/25 3:54:35 PM GMT-3,""1,81"",""82"",""Masculino"""
"2023/08/25 4:14:46 PM GMT-3,""1,92"",""85"",""Masculino"""
"2023/08/25 4:18:25 PM GMT-3,""1,67"",""84"",""Feminino"""
"2023/08/25 4:18:38 PM GMT-3,""1,76"",""84"",""Masculino"""
"2023/08/25 4:18:52 PM GMT-3,""1,80"",""65,7"",""Masculino"""
"2023/08/25 4:19:06 PM GMT-3,""1,95"",""104"",""Masculino"""
"2023/08/25 4:19:07 PM GMT-3,""1,92"",""100"",""Masculino"""
"2023/08/25 4:19:12 PM GMT-3,""1,81"",""104"",""Masculino"""
"2023/08/25 4:19:13 PM GMT-3,""1,80"",""96,40"",""Masculino"""
"2023/08/25 4:19:13 PM GMT-3,""1.73"",""85kg"",""Masculino"""
"2023/08/25 4:19:16 PM GMT-3,""1,76"",""74,6"",""Masculino"""
"2023/08/25 4:19:36 PM GMT-3,""1,74"",""103"",""Masculino"""
"2023/08/25 4:19:44 PM GMT-3,""1,67"",""65,8"",""Feminino"""
"2023/08/25 4:20:04 PM GMT-3,""1,56"",""63"",""Feminino"""
"2023/08/25 4:20:17 PM GMT-3,""1,85"",""101"",""Masculino"""
"2023/08/25 4:20:22 PM GMT-3,""1,66"",""63"",""Masculino"""
"2023/08/25 4:20:32 PM GMT-3,""1,55"",""55,2"",""Feminino"""
"2023/08/25 4:20:41 PM GMT-3,""1,58"",""57.8"",""Feminino"""
"2023/08/25 4:20:51 PM GMT-3,""1,80"",""74"",""Masculino"""
"2023/08/25 4:20:53 PM GMT-3,""1,78"",""79"",""Masculino"""
"2023/08/25 4:21:29 PM GMT-3,""1,75"",""60,0"",""Feminino"""
"2023/08/25 4:21:39 PM GMT-3,""1,70"",""70"",""Feminino"""
"2023/08/25 4:23:25 PM GMT-3,""1,60"",""56"",""Feminino"""
"2023/08/25 4:24:34 PM GMT-3,""1,71"",""75"",""Masculino"""
"2023/08/25 4:24:54 PM GMT-3,""1,62"",""69"",""Feminino"""
"2023/08/25 4:25:21 PM GMT-3,""1,80"",""103,0"",""Masculino"""
"2023/08/25 4:35:44 PM GMT-3,""1,56"",""54,8"",""Feminino"""
"2023/08/25 4:40:29 PM GMT-3,""1,71"",""75"",""Masculino"""
"2023/08/25 4:49:21 PM GMT-3,""1,68"",""75,0"",""Masculino"""
"2023/08/25 4:52:39 PM GMT-3,""175"",""90"",""Masculino"""
"2023/08/25 4:53:40 PM GMT-3,""1,64"",""62,5"",""Feminino"""
"2023/08/25 5:09:04 PM GMT-3,""1,78"",""97"",""Masculino"""
"2023/08/25 5:42:00 PM GMT-3,""1,65"",""72"",""Masculino"""
"2023/08/25 6:41:35 PM GMT-3,""1,68"",""79"",""Feminino"""
"2023/08/25 6:43:24 PM GMT-3,""1,62"",""69"",""Feminino"""
"2023/08/25 6:44:03 PM GMT-3,""1,65"",""64,600"",""Feminino"""
"2023/08/25 6:54:55 PM GMT-3,""1,83"",""90"",""Feminino"""
"2023/08/25 7:36:21 PM GMT-3,""1,42"",""38"",""Feminino"""
"2023/09/14 5:27:17 PM GMT-3,""1,66"",""68"",""Feminino"""
"2023/09/14 5:28:32 PM GMT-3,""1,59"",""67"",""Feminino"""
"2023/09/14 5:30:20 PM GMT-3,""1,60"",""74,5"",""Masculino"""
"2023/09/14 5:31:06 PM GMT-3,""1,67"",""84,4"",""Feminino"""
"2023/09/14 5:33:01 PM GMT-3,""1,69"",""78"",""Masculino"""
"2023/09/14 5:36:33 PM GMT-3,""1,69"",""85"",""Masculino"""
"2023/09/14 5:36:37 PM GMT-3,""1,76"",""90"",""Masculino"""
"2023/09/14 5:38:15 PM GMT-3,""1,60"",""82 kg"",""Feminino"""
"2023/09/14 5:42:32 PM GMT-3,""1.89"",""115"",""Masculino"""
"2023/09/14 5:43:59 PM GMT-3,""1,77"",""76,00"",""Masculino"""
"2023/09/14 5:45:40 PM GMT-3,""1,61"",""74,7"",""Feminino"""
"2023/09/14 5:48:58 PM GMT-3,""1,60"",""74,0"",""Feminino"""
"2023/09/14 5:50:36 PM GMT-3,""1,60"",""60"",""Feminino"""
"2023/09/14 5:54:29 PM GMT-3,""1,58"",""54 "",""Feminino"""
"2023/09/14 5:54:41 PM GMT-3,""1,66"",""71"",""Feminino"""
"2023/09/14 6:01:23 PM GMT-3,""1,72"",""83,0"",""Masculino"""
"2023/09/14 6:01:33 PM GMT-3,""1,80"",""68,9"",""Masculino"""
"2023/09/14 6:10:26 PM GMT-3,""1,60"",""52 quilos"",""Feminino"""
"2023/09/14 6:13:42 PM GMT-3,""1,68"",""74,0"",""Feminino"""
"2023/09/14 6:18:56 PM GMT-3,""1,83"",""88"",""Masculino"""
"2023/09/14 6:21:07 PM GMT-3,""1,70"",""71kg"",""Masculino"""
"2023/09/14 6:29:57 PM GMT-3,""1,85"",""105"",""Masculino"""
"2023/09/14 6:33:26 PM GMT-3,""1,70"",""65"",""Masculino"""
"2023/09/14 6:35:04 PM GMT-3,""1,60"",""63"",""Feminino"""
"2023/09/14 6:35:11 PM GMT-3,""1,60"",""57,0"",""Feminino"""
"2023/09/14 6:39:14 PM GMT-3,""1,83"",""76"",""Masculino"""
"2023/09/14 6:45:28 PM GMT-3,""1,62"",""58,60"",""Feminino"""
"2023/09/14 7:03:50 PM GMT-3,""1,80"",""76"",""Masculino"""
"2023/09/14 7:04:19 PM GMT-3,""1,52"",""69"",""Feminino"""
"2023/09/14 7:05:16 PM GMT-3,""1,63"",""68"",""Feminino"""
"2023/09/14 7:06:44 PM GMT-3,""1,61"",""64"",""Feminino"""
"2023/09/14 7:25:05 PM GMT-3,""1,58"",""60"",""Feminino"""
"2023/09/14 7:25:57 PM GMT-3,""1,57"",""57"",""Feminino"""
"2023/09/14 7:53:28 PM GMT-3,""1,53"",""50,5"",""Feminino"""
"2023/09/14 8:28:02 PM GMT-3,""1,60"",""71"",""Feminino"""
"2023/09/14 8:28:58 PM GMT-3,""1,70"",""69"",""Feminino"""
"2023/09/14 8:30:42 PM GMT-3,""1,67"",""58,5"",""Feminino"""
"2023/09/14 8:39:27 PM GMT-3,""1.67"",""66kg"",""Feminino"""
"2023/09/14 8:42:23 PM GMT-3,""1,63"",""66 kg"",""Feminino"""
"2023/09/14 8:44:23 PM GMT-3,""1,54"",""42"",""Feminino"""
"2023/09/14 8:47:22 PM GMT-3,""1,71"",""60,0"",""Feminino"""
"2023/09/14 8:50:10 PM GMT-3,""1,82"",""77,8"",""Masculino"""
"2023/09/14 8:50:53 PM GMT-3,""1,67"",""63"",""Feminino"""
"2023/09/14 8:53:28 PM GMT-3,""1,62"",""58"",""Feminino"""
"2023/09/14 9:07:36 PM GMT-3,""1,76"",""95"",""Masculino"""
